timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-11-25 14:39:00+09:00,1.4642,1.4709,1.4621,1.4698,2240984,1.73251E+12,3288326.197,8109,1262230,1852447.105,0
2024-11-25 14:42:00+09:00,1.4699,1.4763,1.4692,1.4731,2050881,1.73251E+12,3021632.899,9632,1106806,1630577.005,0
2024-11-25 14:45:00+09:00,1.4732,1.4763,1.4654,1.4682,2410448,1.73251E+12,3545236.425,9034,762811,1122222.131,0
2024-11-25 14:48:00+09:00,1.4683,1.4701,1.4639,1.466,1650447,1.73251E+12,2421585.454,5556,671246,984904.9596,0
2024-11-25 14:51:00+09:00,1.466,1.4661,1.4615,1.4622,1128838,1.73251E+12,1652190.8,4294,402389,588888.9435,0
2024-11-25 14:54:00+09:00,1.4622,1.4637,1.4567,1.4582,1881664,1.73251E+12,2747417.13,6007,740231,1080981.524,0
2024-11-25 14:57:00+09:00,1.4582,1.461,1.4569,1.4597,1119151,1.73251E+12,1632681.864,4036,557970,814024.0026,0
2024-11-25 15:00:00+09:00,1.4597,1.4597,1.4553,1.4558,755465,1.73251E+12,1100762.426,3852,371881,541853.6793,0
2024-11-25 15:03:00+09:00,1.4559,1.4591,1.4526,1.459,1002373,1.73251E+12,1458516.763,4283,441089,641882.6626,0
2024-11-25 15:06:00+09:00,1.4589,1.4632,1.4587,1.4631,864186,1.73251E+12,1262534.68,3623,532307,777731.006,0
2024-11-25 15:09:00+09:00,1.4631,1.4676,1.4621,1.4672,1383227,1.73252E+12,2026639.231,5347,786662,1152425.508,0
